"","Site","Species","Presence","Survey"
"4049","CHS6","Prinia inornata",NA,3
"4050","CHS6","Lonchura malabarica",NA,3
"4051","CHS6","Cuculus varius",NA,3
"4052","CHS6","Mirafra cantillans",NA,3
"4053","CHS6","Acridotheres tristis",1,3
"4054","CHS6","Corvus macrorhynchos",NA,3
"4055","CHS6","Eudynamys scolopaceus",NA,3
"4056","CHS6","Lanius excubitor",NA,3
"4057","CHS6","Coturnix coromandelica",NA,3
"4058","CHS6","Turnix sylvaticus",NA,3
"4059","CHS6","Pericrocotus erythropygius",NA,3
"4060","CHS6","Pericrocotus cinnamomeus",NA,3
"4061","CHS6","Hirundo smithii",NA,3
"4062","CHS6","Cisticola juncidis",NA,3
"4063","CHS6","Anas poecilorhyncha",NA,3
"4064","CHS6","Rhipidura aureola",NA,3
"4065","CHS6","Dinopium benghalense",NA,3
"4066","CHS6","Sypheotides indicus",NA,3
"4067","CHS6","Halcyon smyrnensis",NA,3
"4068","CHS6","Turdoides malcolmi",1,4
"4069","CHS6","Prinia buchanani",1,4
"4070","CHS6","Pycnonotus cafer",1,4
"4071","CHS6","Turnix suscitator",NA,4
"4072","CHS6","Streptopelia decaocto",1,4
"4073","CHS6","Pavo cristatus",1,4
"4074","CHS6","Vanellus indicus",NA,4
"4075","CHS6","Mirafra erythroptera",1,4
"4076","CHS6","Burhinus oedicnemus",NA,4
"4077","CHS6","Nectarinia asiatica",NA,4
"4078","CHS6","Turnix Tanki",NA,4
"4079","CHS6","Francolinus pondicerianus",1,4
"4080","CHS6","Tephrodornis pondicerianus",NA,4
"4081","CHS6","Petronia xanthocollis",1,4
"4082","CHS6","Merops orientalis",NA,4
"4083","CHS6","Pycnonotus leucotis",NA,4
"4084","CHS6","Eremopterix griseus",NA,4
"4085","CHS6","Psittacula krameri",NA,4
"4086","CHS6","Centropus sinensis",NA,4
"4087","CHS6","Dicrurus macrocercus",NA,4
"4088","CHS6","Lanius vittatus",NA,4
"4089","CHS6","Saxicola caprata",NA,4
"4090","CHS6","Perdicula argoondah",NA,4
"4091","CHS6","Vanellus malabaricus",NA,4
"4092","CHS6","Francolinus pictus",NA,4
"4093","CHS6","Saxicoloides fulicatus",1,4
"4094","CHS6","Acro sp.",NA,4
"4095","CHS6","Prinia socialis",NA,4
"4096","CHS6","Lanius schach",NA,4
"4097","CHS6","Amaurornis phoenicurus",NA,4
"4098","CHS6","Prinia inornata",NA,4
"4099","CHS6","Lonchura malabarica",NA,4
"4100","CHS6","Cuculus varius",NA,4
"4101","CHS6","Mirafra cantillans",NA,4
"4102","CHS6","Acridotheres tristis",NA,4
"4103","CHS6","Corvus macrorhynchos",NA,4
"4104","CHS6","Eudynamys scolopaceus",NA,4
"4105","CHS6","Lanius excubitor",1,4
"4106","CHS6","Coturnix coromandelica",1,4
"4107","CHS6","Turnix sylvaticus",NA,4
"4108","CHS6","Pericrocotus erythropygius",NA,4
"4109","CHS6","Pericrocotus cinnamomeus",NA,4
"4110","CHS6","Hirundo smithii",NA,4
"4111","CHS6","Cisticola juncidis",NA,4
"4112","CHS6","Anas poecilorhyncha",NA,4
"4113","CHS6","Rhipidura aureola",NA,4
"4114","CHS6","Dinopium benghalense",NA,4
"4115","CHS6","Sypheotides indicus",NA,4
"4116","CHS6","Halcyon smyrnensis",NA,4
"4117","CHS6","Turdoides malcolmi",1,5
"4118","CHS6","Prinia buchanani",1,5
"4119","CHS6","Pycnonotus cafer",1,5
"4120","CHS6","Turnix suscitator",NA,5
"4121","CHS6","Streptopelia decaocto",1,5
"4122","CHS6","Pavo cristatus",NA,5
"4123","CHS6","Vanellus indicus",NA,5
"4124","CHS6","Mirafra erythroptera",NA,5
"4125","CHS6","Burhinus oedicnemus",NA,5
"4126","CHS6","Nectarinia asiatica",NA,5
"4127","CHS6","Turnix Tanki",NA,5
"4128","CHS6","Francolinus pondicerianus",1,5
"4129","CHS6","Tephrodornis pondicerianus",NA,5
"4130","CHS6","Petronia xanthocollis",1,5
"4131","CHS6","Merops orientalis",NA,5
"4132","CHS6","Pycnonotus leucotis",NA,5
"4133","CHS6","Eremopterix griseus",1,5
"4134","CHS6","Psittacula krameri",NA,5
"4135","CHS6","Centropus sinensis",NA,5
"4136","CHS6","Dicrurus macrocercus",NA,5
"4137","CHS6","Lanius vittatus",NA,5
"4138","CHS6","Saxicola caprata",1,5
"4139","CHS6","Perdicula argoondah",1,5
"4140","CHS6","Vanellus malabaricus",NA,5
"4141","CHS6","Francolinus pictus",NA,5
"4142","CHS6","Saxicoloides fulicatus",1,5
"4143","CHS6","Acro sp.",NA,5
"4144","CHS6","Prinia socialis",NA,5
"4145","CHS6","Lanius schach",1,5
"4146","CHS6","Amaurornis phoenicurus",NA,5
"4147","CHS6","Prinia inornata",NA,5
"4148","CHS6","Lonchura malabarica",NA,5
"4149","CHS6","Cuculus varius",NA,5
"4150","CHS6","Mirafra cantillans",NA,5
"4151","CHS6","Acridotheres tristis",1,5
"4152","CHS6","Corvus macrorhynchos",1,5
"4153","CHS6","Eudynamys scolopaceus",NA,5
"4154","CHS6","Lanius excubitor",1,5
"4155","CHS6","Coturnix coromandelica",1,5
"4156","CHS6","Turnix sylvaticus",NA,5
"4157","CHS6","Pericrocotus erythropygius",NA,5
"4158","CHS6","Pericrocotus cinnamomeus",NA,5
"4159","CHS6","Hirundo smithii",NA,5
"4160","CHS6","Cisticola juncidis",NA,5
"4161","CHS6","Anas poecilorhyncha",NA,5
"4162","CHS6","Rhipidura aureola",NA,5
"4163","CHS6","Dinopium benghalense",NA,5
"4164","CHS6","Sypheotides indicus",NA,5
"4165","CHS6","Halcyon smyrnensis",NA,5
"4166","CHS6","Turdoides malcolmi",NA,6
"4167","CHS6","Prinia buchanani",1,6
"4168","CHS6","Pycnonotus cafer",NA,6
"4169","CHS6","Turnix suscitator",NA,6
"4170","CHS6","Streptopelia decaocto",NA,6
"4171","CHS6","Pavo cristatus",NA,6
"4172","CHS6","Vanellus indicus",1,6
"4173","CHS6","Mirafra erythroptera",1,6
"4174","CHS6","Burhinus oedicnemus",NA,6
"4175","CHS6","Nectarinia asiatica",NA,6
"4176","CHS6","Turnix Tanki",NA,6
"4177","CHS6","Francolinus pondicerianus",NA,6
"4178","CHS6","Tephrodornis pondicerianus",NA,6
"4179","CHS6","Petronia xanthocollis",NA,6
"4180","CHS6","Merops orientalis",NA,6
"4181","CHS6","Pycnonotus leucotis",NA,6
"4182","CHS6","Eremopterix griseus",NA,6
"4183","CHS6","Psittacula krameri",NA,6
"4184","CHS6","Centropus sinensis",1,6
"4185","CHS6","Dicrurus macrocercus",NA,6
"4186","CHS6","Lanius vittatus",NA,6
"4187","CHS6","Saxicola caprata",NA,6
"4188","CHS6","Perdicula argoondah",NA,6
"4189","CHS6","Vanellus malabaricus",NA,6
"4190","CHS6","Francolinus pictus",NA,6
"4191","CHS6","Saxicoloides fulicatus",1,6
"4192","CHS6","Acro sp.",NA,6
"4193","CHS6","Prinia socialis",NA,6
"4194","CHS6","Lanius schach",NA,6
"4195","CHS6","Amaurornis phoenicurus",NA,6
"4196","CHS6","Prinia inornata",NA,6
"4197","CHS6","Lonchura malabarica",NA,6
"4198","CHS6","Cuculus varius",NA,6
"4199","CHS6","Mirafra cantillans",NA,6
"4200","CHS6","Acridotheres tristis",1,6
"4201","CHS6","Corvus macrorhynchos",1,6
"4202","CHS6","Eudynamys scolopaceus",NA,6
"4203","CHS6","Lanius excubitor",NA,6
"4204","CHS6","Coturnix coromandelica",1,6
"4205","CHS6","Turnix sylvaticus",NA,6
"4206","CHS6","Pericrocotus erythropygius",NA,6
"4207","CHS6","Pericrocotus cinnamomeus",NA,6
"4208","CHS6","Hirundo smithii",NA,6
"4209","CHS6","Cisticola juncidis",NA,6
"4210","CHS6","Anas poecilorhyncha",NA,6
"4211","CHS6","Rhipidura aureola",NA,6
"4212","CHS6","Dinopium benghalense",NA,6
"4213","CHS6","Sypheotides indicus",NA,6
"4214","CHS6","Halcyon smyrnensis",NA,6
"4215","CHS6","Turdoides malcolmi",NA,7
"4216","CHS6","Prinia buchanani",1,7
"4217","CHS6","Pycnonotus cafer",NA,7
"4218","CHS6","Turnix suscitator",NA,7
"4219","CHS6","Streptopelia decaocto",1,7
"4220","CHS6","Pavo cristatus",NA,7
"4221","CHS6","Vanellus indicus",1,7
"4222","CHS6","Mirafra erythroptera",NA,7
"4223","CHS6","Burhinus oedicnemus",NA,7
"4224","CHS6","Nectarinia asiatica",1,7
"4225","CHS6","Turnix Tanki",NA,7
"4226","CHS6","Francolinus pondicerianus",1,7
"4227","CHS6","Tephrodornis pondicerianus",1,7
"4228","CHS6","Petronia xanthocollis",1,7
"4229","CHS6","Merops orientalis",1,7
"4230","CHS6","Pycnonotus leucotis",NA,7
"4231","CHS6","Eremopterix griseus",NA,7
"4232","CHS6","Psittacula krameri",NA,7
"4233","CHS6","Centropus sinensis",NA,7
"4234","CHS6","Dicrurus macrocercus",NA,7
"4235","CHS6","Lanius vittatus",NA,7
"4236","CHS6","Saxicola caprata",NA,7
"4237","CHS6","Perdicula argoondah",1,7
"4238","CHS6","Vanellus malabaricus",NA,7
"4239","CHS6","Francolinus pictus",NA,7
"4240","CHS6","Saxicoloides fulicatus",1,7
"4241","CHS6","Acro sp.",NA,7
"4242","CHS6","Prinia socialis",NA,7
"4243","CHS6","Lanius schach",NA,7
"4244","CHS6","Amaurornis phoenicurus",NA,7
"4245","CHS6","Prinia inornata",NA,7
"4246","CHS6","Lonchura malabarica",NA,7
"4247","CHS6","Cuculus varius",NA,7
"4248","CHS6","Mirafra cantillans",NA,7
"4249","CHS6","Acridotheres tristis",1,7
"4250","CHS6","Corvus macrorhynchos",1,7
"4251","CHS6","Eudynamys scolopaceus",NA,7
"4252","CHS6","Lanius excubitor",NA,7
"4253","CHS6","Coturnix coromandelica",NA,7
"4254","CHS6","Turnix sylvaticus",NA,7
"4255","CHS6","Pericrocotus erythropygius",NA,7
"4256","CHS6","Pericrocotus cinnamomeus",NA,7
"4257","CHS6","Hirundo smithii",NA,7
"4258","CHS6","Cisticola juncidis",NA,7
"4259","CHS6","Anas poecilorhyncha",NA,7
"4260","CHS6","Rhipidura aureola",NA,7
"4261","CHS6","Dinopium benghalense",NA,7
"4262","CHS6","Sypheotides indicus",NA,7
"4263","CHS6","Halcyon smyrnensis",NA,7
"4264","CHS6","Turdoides malcolmi",1,8
"4265","CHS6","Prinia buchanani",NA,8
"4266","CHS6","Pycnonotus cafer",NA,8
"4267","CHS6","Turnix suscitator",NA,8
"4268","CHS6","Streptopelia decaocto",NA,8
"4269","CHS6","Pavo cristatus",NA,8
"4270","CHS6","Vanellus indicus",NA,8
"4271","CHS6","Mirafra erythroptera",NA,8
"4272","CHS6","Burhinus oedicnemus",NA,8
"4273","CHS6","Nectarinia asiatica",NA,8
"4274","CHS6","Turnix Tanki",1,8
"4275","CHS6","Francolinus pondicerianus",NA,8
"4276","CHS6","Tephrodornis pondicerianus",NA,8
"4277","CHS6","Petronia xanthocollis",NA,8
"4278","CHS6","Merops orientalis",NA,8
"4279","CHS6","Pycnonotus leucotis",NA,8
"4280","CHS6","Eremopterix griseus",NA,8
"4281","CHS6","Psittacula krameri",NA,8
"4282","CHS6","Centropus sinensis",1,8
"4283","CHS6","Dicrurus macrocercus",NA,8
"4284","CHS6","Lanius vittatus",NA,8
"4285","CHS6","Saxicola caprata",NA,8
"4286","CHS6","Perdicula argoondah",NA,8
"4287","CHS6","Vanellus malabaricus",NA,8
"4288","CHS6","Francolinus pictus",NA,8
"4289","CHS6","Saxicoloides fulicatus",1,8
"4290","CHS6","Acro sp.",NA,8
"4291","CHS6","Prinia socialis",NA,8
"4292","CHS6","Lanius schach",1,8
"4293","CHS6","Amaurornis phoenicurus",NA,8
"4294","CHS6","Prinia inornata",NA,8
"4295","CHS6","Lonchura malabarica",1,8
"4296","CHS6","Cuculus varius",NA,8
"4297","CHS6","Mirafra cantillans",NA,8
"4298","CHS6","Acridotheres tristis",NA,8
"4299","CHS6","Corvus macrorhynchos",1,8
"4300","CHS6","Eudynamys scolopaceus",NA,8
"4301","CHS6","Lanius excubitor",NA,8
"4302","CHS6","Coturnix coromandelica",NA,8
"4303","CHS6","Turnix sylvaticus",NA,8
"4304","CHS6","Pericrocotus erythropygius",NA,8
"4305","CHS6","Pericrocotus cinnamomeus",NA,8
"4306","CHS6","Hirundo smithii",NA,8
"4307","CHS6","Cisticola juncidis",NA,8
"4308","CHS6","Anas poecilorhyncha",NA,8
"4309","CHS6","Rhipidura aureola",NA,8
"4310","CHS6","Dinopium benghalense",NA,8
"4311","CHS6","Sypheotides indicus",NA,8
"4312","CHS6","Halcyon smyrnensis",NA,8
"4313","CHS6","Turdoides malcolmi",NA,9
"4314","CHS6","Prinia buchanani",1,9
"4315","CHS6","Pycnonotus cafer",NA,9
"4316","CHS6","Turnix suscitator",NA,9
"4317","CHS6","Streptopelia decaocto",1,9
"4318","CHS6","Pavo cristatus",NA,9
"4319","CHS6","Vanellus indicus",1,9
"4320","CHS6","Mirafra erythroptera",1,9
"4321","CHS6","Burhinus oedicnemus",NA,9
"4322","CHS6","Nectarinia asiatica",NA,9
"4323","CHS6","Turnix Tanki",NA,9
"4324","CHS6","Francolinus pondicerianus",1,9
"4325","CHS6","Tephrodornis pondicerianus",NA,9
"4326","CHS6","Petronia xanthocollis",NA,9
"4327","CHS6","Merops orientalis",NA,9
"4328","CHS6","Pycnonotus leucotis",NA,9
"4329","CHS6","Eremopterix griseus",NA,9
"4330","CHS6","Psittacula krameri",NA,9
"4331","CHS6","Centropus sinensis",NA,9
"4332","CHS6","Dicrurus macrocercus",NA,9
"4333","CHS6","Lanius vittatus",NA,9
"4334","CHS6","Saxicola caprata",NA,9
"4335","CHS6","Perdicula argoondah",NA,9
"4336","CHS6","Vanellus malabaricus",NA,9
"4337","CHS6","Francolinus pictus",NA,9
"4338","CHS6","Saxicoloides fulicatus",1,9
"4339","CHS6","Acro sp.",NA,9
"4340","CHS6","Prinia socialis",NA,9
"4341","CHS6","Lanius schach",NA,9
"4342","CHS6","Amaurornis phoenicurus",NA,9
"4343","CHS6","Prinia inornata",NA,9
"4344","CHS6","Lonchura malabarica",NA,9
"4345","CHS6","Cuculus varius",NA,9
"4346","CHS6","Mirafra cantillans",NA,9
"4347","CHS6","Acridotheres tristis",NA,9
"4348","CHS6","Corvus macrorhynchos",NA,9
"4349","CHS6","Eudynamys scolopaceus",NA,9
"4350","CHS6","Lanius excubitor",NA,9
"4351","CHS6","Coturnix coromandelica",NA,9
"4352","CHS6","Turnix sylvaticus",NA,9
"4353","CHS6","Pericrocotus erythropygius",NA,9
"4354","CHS6","Pericrocotus cinnamomeus",NA,9
"4355","CHS6","Hirundo smithii",NA,9
"4356","CHS6","Cisticola juncidis",NA,9
"4357","CHS6","Anas poecilorhyncha",NA,9
"4358","CHS6","Rhipidura aureola",NA,9
"4359","CHS6","Dinopium benghalense",NA,9
"4360","CHS6","Sypheotides indicus",NA,9
"4361","CHS6","Halcyon smyrnensis",NA,9
"4362","CHS6","Turdoides malcolmi",NA,10
"4363","CHS6","Prinia buchanani",NA,10
"4364","CHS6","Pycnonotus cafer",NA,10
"4365","CHS6","Turnix suscitator",NA,10
"4366","CHS6","Streptopelia decaocto",1,10
"4367","CHS6","Pavo cristatus",1,10
"4368","CHS6","Vanellus indicus",NA,10
"4369","CHS6","Mirafra erythroptera",NA,10
"4370","CHS6","Burhinus oedicnemus",NA,10
"4371","CHS6","Nectarinia asiatica",NA,10
"4372","CHS6","Turnix Tanki",NA,10
"4373","CHS6","Francolinus pondicerianus",1,10
"4374","CHS6","Tephrodornis pondicerianus",NA,10
"4375","CHS6","Petronia xanthocollis",1,10
"4376","CHS6","Merops orientalis",NA,10
"4377","CHS6","Pycnonotus leucotis",NA,10
"4378","CHS6","Eremopterix griseus",NA,10
"4379","CHS6","Psittacula krameri",1,10
"4380","CHS6","Centropus sinensis",1,10
"4381","CHS6","Dicrurus macrocercus",1,10
"4382","CHS6","Lanius vittatus",NA,10
"4383","CHS6","Saxicola caprata",NA,10
"4384","CHS6","Perdicula argoondah",NA,10
"4385","CHS6","Vanellus malabaricus",NA,10
"4386","CHS6","Francolinus pictus",NA,10
"4387","CHS6","Saxicoloides fulicatus",1,10
"4388","CHS6","Acro sp.",NA,10
"4389","CHS6","Prinia socialis",NA,10
"4390","CHS6","Lanius schach",NA,10
"4391","CHS6","Amaurornis phoenicurus",NA,10
"4392","CHS6","Prinia inornata",NA,10
"4393","CHS6","Lonchura malabarica",NA,10
"4394","CHS6","Cuculus varius",NA,10
"4395","CHS6","Mirafra cantillans",NA,10
"4396","CHS6","Acridotheres tristis",NA,10
"4397","CHS6","Corvus macrorhynchos",1,10
"4398","CHS6","Eudynamys scolopaceus",NA,10
"4399","CHS6","Lanius excubitor",NA,10
"4400","CHS6","Coturnix coromandelica",NA,10
"4401","CHS6","Turnix sylvaticus",NA,10
"4402","CHS6","Pericrocotus erythropygius",NA,10
"4403","CHS6","Pericrocotus cinnamomeus",NA,10
"4404","CHS6","Hirundo smithii",NA,10
"4405","CHS6","Cisticola juncidis",NA,10
"4406","CHS6","Anas poecilorhyncha",NA,10
"4407","CHS6","Rhipidura aureola",NA,10
"4408","CHS6","Dinopium benghalense",NA,10
"4409","CHS6","Sypheotides indicus",NA,10
"4410","CHS6","Halcyon smyrnensis",NA,10
"4411","MDS2","Turdoides malcolmi",NA,1
"4412","MDS2","Prinia buchanani",1,1
"4413","MDS2","Pycnonotus cafer",NA,1
"4414","MDS2","Turnix suscitator",NA,1
"4415","MDS2","Streptopelia decaocto",1,1
"4416","MDS2","Pavo cristatus",1,1
"4417","MDS2","Vanellus indicus",NA,1
"4418","MDS2","Mirafra erythroptera",1,1
"4419","MDS2","Burhinus oedicnemus",NA,1
"4420","MDS2","Nectarinia asiatica",NA,1
"4421","MDS2","Turnix Tanki",NA,1
"4422","MDS2","Francolinus pondicerianus",1,1
"4423","MDS2","Tephrodornis pondicerianus",NA,1
"4424","MDS2","Petronia xanthocollis",NA,1
"4425","MDS2","Merops orientalis",NA,1
"4426","MDS2","Pycnonotus leucotis",NA,1
"4427","MDS2","Eremopterix griseus",NA,1
"4428","MDS2","Psittacula krameri",NA,1
"4429","MDS2","Centropus sinensis",NA,1
"4430","MDS2","Dicrurus macrocercus",1,1
"4431","MDS2","Lanius vittatus",1,1
"4432","MDS2","Saxicola caprata",1,1
"4433","MDS2","Perdicula argoondah",NA,1
"4434","MDS2","Vanellus malabaricus",NA,1
"4435","MDS2","Francolinus pictus",NA,1
"4436","MDS2","Saxicoloides fulicatus",1,1
"4437","MDS2","Acro sp.",1,1
"4438","MDS2","Prinia socialis",NA,1
"4439","MDS2","Lanius schach",1,1
"4440","MDS2","Amaurornis phoenicurus",1,1
"4441","MDS2","Prinia inornata",NA,1
"4442","MDS2","Lonchura malabarica",NA,1
"4443","MDS2","Cuculus varius",NA,1
"4444","MDS2","Mirafra cantillans",NA,1
"4445","MDS2","Acridotheres tristis",1,1
"4446","MDS2","Corvus macrorhynchos",1,1
"4447","MDS2","Eudynamys scolopaceus",NA,1
"4448","MDS2","Lanius excubitor",NA,1
"4449","MDS2","Coturnix coromandelica",NA,1
"4450","MDS2","Turnix sylvaticus",NA,1
"4451","MDS2","Pericrocotus erythropygius",NA,1
"4452","MDS2","Pericrocotus cinnamomeus",NA,1
"4453","MDS2","Hirundo smithii",NA,1
"4454","MDS2","Cisticola juncidis",NA,1
"4455","MDS2","Anas poecilorhyncha",NA,1
"4456","MDS2","Rhipidura aureola",NA,1
"4457","MDS2","Dinopium benghalense",NA,1
"4458","MDS2","Sypheotides indicus",NA,1
"4459","MDS2","Halcyon smyrnensis",NA,1
"4460","MDS2","Turdoides malcolmi",NA,2
"4461","MDS2","Prinia buchanani",1,2
"4462","MDS2","Pycnonotus cafer",1,2
"4463","MDS2","Turnix suscitator",1,2
"4464","MDS2","Streptopelia decaocto",1,2
"4465","MDS2","Pavo cristatus",1,2
"4466","MDS2","Vanellus indicus",NA,2
"4467","MDS2","Mirafra erythroptera",1,2
"4468","MDS2","Burhinus oedicnemus",NA,2
"4469","MDS2","Nectarinia asiatica",1,2
"4470","MDS2","Turnix Tanki",NA,2
"4471","MDS2","Francolinus pondicerianus",1,2
"4472","MDS2","Tephrodornis pondicerianus",NA,2
"4473","MDS2","Petronia xanthocollis",1,2
"4474","MDS2","Merops orientalis",NA,2
"4475","MDS2","Pycnonotus leucotis",NA,2
"4476","MDS2","Eremopterix griseus",NA,2
"4477","MDS2","Psittacula krameri",1,2
"4478","MDS2","Centropus sinensis",NA,2
"4479","MDS2","Dicrurus macrocercus",NA,2
"4480","MDS2","Lanius vittatus",NA,2
"4481","MDS2","Saxicola caprata",NA,2
"4482","MDS2","Perdicula argoondah",1,2
"4483","MDS2","Vanellus malabaricus",NA,2
"4484","MDS2","Francolinus pictus",NA,2
"4485","MDS2","Saxicoloides fulicatus",NA,2
"4486","MDS2","Acro sp.",NA,2
"4487","MDS2","Prinia socialis",NA,2
"4488","MDS2","Lanius schach",1,2
"4489","MDS2","Amaurornis phoenicurus",NA,2
"4490","MDS2","Prinia inornata",NA,2
"4491","MDS2","Lonchura malabarica",NA,2
"4492","MDS2","Cuculus varius",NA,2
"4493","MDS2","Mirafra cantillans",NA,2
"4494","MDS2","Acridotheres tristis",NA,2
"4495","MDS2","Corvus macrorhynchos",1,2
"4496","MDS2","Eudynamys scolopaceus",NA,2
"4497","MDS2","Lanius excubitor",NA,2
"4498","MDS2","Coturnix coromandelica",NA,2
"4499","MDS2","Turnix sylvaticus",NA,2
"4500","MDS2","Pericrocotus erythropygius",NA,2
"4501","MDS2","Pericrocotus cinnamomeus",NA,2
"4502","MDS2","Hirundo smithii",NA,2
"4503","MDS2","Cisticola juncidis",NA,2
"4504","MDS2","Anas poecilorhyncha",NA,2
"4505","MDS2","Rhipidura aureola",NA,2
"4506","MDS2","Dinopium benghalense",NA,2
"4507","MDS2","Sypheotides indicus",NA,2
"4508","MDS2","Halcyon smyrnensis",NA,2
"4509","MDS2","Turdoides malcolmi",NA,3
"4510","MDS2","Prinia buchanani",1,3
"4511","MDS2","Pycnonotus cafer",1,3
"4512","MDS2","Turnix suscitator",1,3
"4513","MDS2","Streptopelia decaocto",1,3
"4514","MDS2","Pavo cristatus",1,3
"4515","MDS2","Vanellus indicus",NA,3
"4516","MDS2","Mirafra erythroptera",1,3
"4517","MDS2","Burhinus oedicnemus",NA,3
"4518","MDS2","Nectarinia asiatica",NA,3
"4519","MDS2","Turnix Tanki",NA,3
"4520","MDS2","Francolinus pondicerianus",1,3
"4521","MDS2","Tephrodornis pondicerianus",NA,3
"4522","MDS2","Petronia xanthocollis",1,3
"4523","MDS2","Merops orientalis",NA,3
"4524","MDS2","Pycnonotus leucotis",NA,3
"4525","MDS2","Eremopterix griseus",NA,3
"4526","MDS2","Psittacula krameri",NA,3
"4527","MDS2","Centropus sinensis",NA,3
"4528","MDS2","Dicrurus macrocercus",1,3
"4529","MDS2","Lanius vittatus",NA,3
"4530","MDS2","Saxicola caprata",NA,3
"4531","MDS2","Perdicula argoondah",NA,3
"4532","MDS2","Vanellus malabaricus",1,3
"4533","MDS2","Francolinus pictus",NA,3
"4534","MDS2","Saxicoloides fulicatus",1,3
"4535","MDS2","Acro sp.",NA,3
"4536","MDS2","Prinia socialis",NA,3
"4537","MDS2","Lanius schach",NA,3
"4538","MDS2","Amaurornis phoenicurus",NA,3
"4539","MDS2","Prinia inornata",NA,3
"4540","MDS2","Lonchura malabarica",NA,3
"4541","MDS2","Cuculus varius",NA,3
"4542","MDS2","Mirafra cantillans",NA,3
"4543","MDS2","Acridotheres tristis",NA,3
"4544","MDS2","Corvus macrorhynchos",1,3
"4545","MDS2","Eudynamys scolopaceus",NA,3
"4546","MDS2","Lanius excubitor",NA,3
"4547","MDS2","Coturnix coromandelica",NA,3
"4548","MDS2","Turnix sylvaticus",NA,3
"4549","MDS2","Pericrocotus erythropygius",NA,3
"4550","MDS2","Pericrocotus cinnamomeus",NA,3
"4551","MDS2","Hirundo smithii",NA,3
"4552","MDS2","Cisticola juncidis",NA,3
"4553","MDS2","Anas poecilorhyncha",NA,3
"4554","MDS2","Rhipidura aureola",NA,3
"4555","MDS2","Dinopium benghalense",NA,3
"4556","MDS2","Sypheotides indicus",NA,3
"4557","MDS2","Halcyon smyrnensis",NA,3
"4558","MDS2","Turdoides malcolmi",1,4
"4559","MDS2","Prinia buchanani",NA,4
"4560","MDS2","Pycnonotus cafer",1,4
"4561","MDS2","Turnix suscitator",NA,4
"4562","MDS2","Streptopelia decaocto",NA,4
"4563","MDS2","Pavo cristatus",NA,4
"4564","MDS2","Vanellus indicus",NA,4
"4565","MDS2","Mirafra erythroptera",1,4
"4566","MDS2","Burhinus oedicnemus",NA,4
"4567","MDS2","Nectarinia asiatica",1,4
"4568","MDS2","Turnix Tanki",NA,4
"4569","MDS2","Francolinus pondicerianus",NA,4
"4570","MDS2","Tephrodornis pondicerianus",NA,4
"4571","MDS2","Petronia xanthocollis",1,4
"4572","MDS2","Merops orientalis",NA,4
"4573","MDS2","Pycnonotus leucotis",NA,4
"4574","MDS2","Eremopterix griseus",NA,4
"4575","MDS2","Psittacula krameri",NA,4
"4576","MDS2","Centropus sinensis",NA,4
"4577","MDS2","Dicrurus macrocercus",1,4
"4578","MDS2","Lanius vittatus",1,4
"4579","MDS2","Saxicola caprata",NA,4
"4580","MDS2","Perdicula argoondah",1,4
"4581","MDS2","Vanellus malabaricus",NA,4
"4582","MDS2","Francolinus pictus",NA,4
"4583","MDS2","Saxicoloides fulicatus",NA,4
"4584","MDS2","Acro sp.",NA,4
"4585","MDS2","Prinia socialis",NA,4
"4586","MDS2","Lanius schach",1,4
"4587","MDS2","Amaurornis phoenicurus",NA,4
"4588","MDS2","Prinia inornata",NA,4
"4589","MDS2","Lonchura malabarica",NA,4
"4590","MDS2","Cuculus varius",NA,4
"4591","MDS2","Mirafra cantillans",NA,4
"4592","MDS2","Acridotheres tristis",NA,4
"4593","MDS2","Corvus macrorhynchos",NA,4
"4594","MDS2","Eudynamys scolopaceus",NA,4
"4595","MDS2","Lanius excubitor",NA,4
"4596","MDS2","Coturnix coromandelica",NA,4
"4597","MDS2","Turnix sylvaticus",NA,4
"4598","MDS2","Pericrocotus erythropygius",NA,4
"4599","MDS2","Pericrocotus cinnamomeus",NA,4
"4600","MDS2","Hirundo smithii",NA,4
"4601","MDS2","Cisticola juncidis",NA,4
"4602","MDS2","Anas poecilorhyncha",NA,4
"4603","MDS2","Rhipidura aureola",NA,4
"4604","MDS2","Dinopium benghalense",NA,4
"4605","MDS2","Sypheotides indicus",NA,4
"4606","MDS2","Halcyon smyrnensis",NA,4
"4607","MDS2","Turdoides malcolmi",1,5
"4608","MDS2","Prinia buchanani",1,5
"4609","MDS2","Pycnonotus cafer",NA,5
"4610","MDS2","Turnix suscitator",NA,5
"4611","MDS2","Streptopelia decaocto",NA,5
"4612","MDS2","Pavo cristatus",NA,5
"4613","MDS2","Vanellus indicus",1,5
"4614","MDS2","Mirafra erythroptera",1,5
"4615","MDS2","Burhinus oedicnemus",NA,5
"4616","MDS2","Nectarinia asiatica",NA,5
"4617","MDS2","Turnix Tanki",NA,5
"4618","MDS2","Francolinus pondicerianus",1,5
"4619","MDS2","Tephrodornis pondicerianus",NA,5
"4620","MDS2","Petronia xanthocollis",NA,5
"4621","MDS2","Merops orientalis",NA,5
"4622","MDS2","Pycnonotus leucotis",NA,5
"4623","MDS2","Eremopterix griseus",NA,5
"4624","MDS2","Psittacula krameri",NA,5
"4625","MDS2","Centropus sinensis",NA,5
"4626","MDS2","Dicrurus macrocercus",1,5
