"","Species","Site","detection","num.samples","Sppcode","Diet","sitecov1"
"1457","Tephrodornis pondicerianus","MDS3",0,10,13,1,0
"1458","Tephrodornis pondicerianus","MDS4",0,10,13,1,0
"1459","Tephrodornis pondicerianus","TTC1",0,10,13,1,1
"1460","Tephrodornis pondicerianus","TTC2",0,10,13,1,0
"1461","Tephrodornis pondicerianus","TTS1",5,10,13,1,1
"1462","Tephrodornis pondicerianus","TTS2",0,10,13,1,0
"1463","Turdoides malcolmi","ADS1",10,10,1,1,1
"1464","Turdoides malcolmi","ADS3",9,10,1,1,0
"1465","Turdoides malcolmi","BD1",10,10,1,1,1
"1466","Turdoides malcolmi","BD2",9,10,1,1,0
"1467","Turdoides malcolmi","BD6",2,10,1,1,0
"1468","Turdoides malcolmi","BDC1",9,10,1,1,1
"1469","Turdoides malcolmi","BDC2",9,10,1,1,0
"1470","Turdoides malcolmi","BDC3",6,10,1,1,0
"1471","Turdoides malcolmi","BDC4",5,10,1,1,0
"1472","Turdoides malcolmi","BDC6",3,10,1,1,0
"1473","Turdoides malcolmi","BDC8",2,10,1,1,1
"1474","Turdoides malcolmi","BN1",7,10,1,1,1
"1475","Turdoides malcolmi","BN2",7,10,1,1,0
"1476","Turdoides malcolmi","BNC1",7,10,1,1,1
"1477","Turdoides malcolmi","BNC2",9,10,1,1,0
"1478","Turdoides malcolmi","BNC3",8,10,1,1,1
"1479","Turdoides malcolmi","CHC1",10,10,1,1,0
"1480","Turdoides malcolmi","CHC2",10,10,1,1,0
"1481","Turdoides malcolmi","CHC3",9,10,1,1,1
"1482","Turdoides malcolmi","CHC4",8,10,1,1,1
"1483","Turdoides malcolmi","CHC5",6,10,1,1,0
"1484","Turdoides malcolmi","CHC7",5,10,1,1,0
"1485","Turdoides malcolmi","CHS1",10,10,1,1,1
"1486","Turdoides malcolmi","CHS2",7,10,1,1,0
"1487","Turdoides malcolmi","CHS4",8,10,1,1,1
"1488","Turdoides malcolmi","CHS6",4,10,1,1,0
"1489","Turdoides malcolmi","MDC1",8,10,1,1,1
"1490","Turdoides malcolmi","MDS2",4,10,1,1,1
"1491","Turdoides malcolmi","MDS3",9,10,1,1,0
"1492","Turdoides malcolmi","MDS4",9,10,1,1,0
"1493","Turdoides malcolmi","TTC1",6,10,1,1,1
"1494","Turdoides malcolmi","TTC2",2,10,1,1,0
"1495","Turdoides malcolmi","TTS1",9,10,1,1,1
"1496","Turdoides malcolmi","TTS2",4,10,1,1,0
"1497","Turnix Tanki","ADS1",0,10,11,0,1
"1498","Turnix Tanki","ADS3",0,10,11,0,0
"1499","Turnix Tanki","BD1",0,10,11,0,1
"1500","Turnix Tanki","BD2",0,10,11,0,0
"1501","Turnix Tanki","BD6",0,10,11,0,0
"1502","Turnix Tanki","BDC1",0,10,11,0,1
"1503","Turnix Tanki","BDC2",0,10,11,0,0
"1504","Turnix Tanki","BDC3",0,10,11,0,0
"1505","Turnix Tanki","BDC4",6,10,11,0,0
"1506","Turnix Tanki","BDC6",0,10,11,0,0
"1507","Turnix Tanki","BDC8",0,10,11,0,1
"1508","Turnix Tanki","BN1",0,10,11,0,1
"1509","Turnix Tanki","BN2",1,10,11,0,0
"1510","Turnix Tanki","BNC1",0,10,11,0,1
"1511","Turnix Tanki","BNC2",3,10,11,0,0
"1512","Turnix Tanki","BNC3",0,10,11,0,1
"1513","Turnix Tanki","CHC1",0,10,11,0,0
"1514","Turnix Tanki","CHC2",0,10,11,0,0
"1515","Turnix Tanki","CHC3",0,10,11,0,1
"1516","Turnix Tanki","CHC4",3,10,11,0,1
"1517","Turnix Tanki","CHC5",0,10,11,0,0
"1518","Turnix Tanki","CHC7",0,10,11,0,0
"1519","Turnix Tanki","CHS1",0,10,11,0,1
"1520","Turnix Tanki","CHS2",0,10,11,0,0
"1521","Turnix Tanki","CHS4",0,10,11,0,1
"1522","Turnix Tanki","CHS6",1,10,11,0,0
"1523","Turnix Tanki","MDC1",0,10,11,0,1
"1524","Turnix Tanki","MDS2",0,10,11,0,1
"1525","Turnix Tanki","MDS3",8,10,11,0,0
"1526","Turnix Tanki","MDS4",8,10,11,0,0
"1527","Turnix Tanki","TTC1",2,10,11,0,1
"1528","Turnix Tanki","TTC2",4,10,11,0,0
"1529","Turnix Tanki","TTS1",0,10,11,0,1
"1530","Turnix Tanki","TTS2",0,10,11,0,0
"1531","Turnix suscitator","ADS1",0,10,4,0,1
"1532","Turnix suscitator","ADS3",0,10,4,0,0
"1533","Turnix suscitator","BD1",0,10,4,0,1
"1534","Turnix suscitator","BD2",0,10,4,0,0
"1535","Turnix suscitator","BD6",1,10,4,0,0
"1536","Turnix suscitator","BDC1",0,10,4,0,1
"1537","Turnix suscitator","BDC2",0,10,4,0,0
"1538","Turnix suscitator","BDC3",0,10,4,0,0
"1539","Turnix suscitator","BDC4",0,10,4,0,0
"1540","Turnix suscitator","BDC6",0,10,4,0,0
"1541","Turnix suscitator","BDC8",0,10,4,0,1
"1542","Turnix suscitator","BN1",6,10,4,0,1
"1543","Turnix suscitator","BN2",2,10,4,0,0
"1544","Turnix suscitator","BNC1",0,10,4,0,1
"1545","Turnix suscitator","BNC2",0,10,4,0,0
"1546","Turnix suscitator","BNC3",0,10,4,0,1
"1547","Turnix suscitator","CHC1",0,10,4,0,0
"1548","Turnix suscitator","CHC2",0,10,4,0,0
"1549","Turnix suscitator","CHC3",0,10,4,0,1
"1550","Turnix suscitator","CHC4",0,10,4,0,1
"1551","Turnix suscitator","CHC5",0,10,4,0,0
"1552","Turnix suscitator","CHC7",0,10,4,0,0
"1553","Turnix suscitator","CHS1",0,10,4,0,1
"1554","Turnix suscitator","CHS2",0,10,4,0,0
"1555","Turnix suscitator","CHS4",0,10,4,0,1
"1556","Turnix suscitator","CHS6",0,10,4,0,0
"1557","Turnix suscitator","MDC1",2,10,4,0,1
"1558","Turnix suscitator","MDS2",6,10,4,0,1
"1559","Turnix suscitator","MDS3",2,10,4,0,0
"1560","Turnix suscitator","MDS4",5,10,4,0,0
"1561","Turnix suscitator","TTC1",0,10,4,0,1
"1562","Turnix suscitator","TTC2",0,10,4,0,0
"1563","Turnix suscitator","TTS1",2,10,4,0,1
"1564","Turnix suscitator","TTS2",0,10,4,0,0
"1565","Turnix sylvaticus","ADS1",0,10,40,1,1
"1566","Turnix sylvaticus","ADS3",0,10,40,1,0
"1567","Turnix sylvaticus","BD1",0,10,40,1,1
"1568","Turnix sylvaticus","BD2",0,10,40,1,0
"1569","Turnix sylvaticus","BD6",2,10,40,1,0
"1570","Turnix sylvaticus","BDC1",0,10,40,1,1
"1571","Turnix sylvaticus","BDC2",0,10,40,1,0
"1572","Turnix sylvaticus","BDC3",5,10,40,1,0
"1573","Turnix sylvaticus","BDC4",0,10,40,1,0
"1574","Turnix sylvaticus","BDC6",0,10,40,1,0
"1575","Turnix sylvaticus","BDC8",7,10,40,1,1
"1576","Turnix sylvaticus","BN1",0,10,40,1,1
"1577","Turnix sylvaticus","BN2",0,10,40,1,0
"1578","Turnix sylvaticus","BNC1",6,10,40,1,1
"1579","Turnix sylvaticus","BNC2",0,10,40,1,0
"1580","Turnix sylvaticus","BNC3",4,10,40,1,1
"1581","Turnix sylvaticus","CHC1",0,10,40,1,0
"1582","Turnix sylvaticus","CHC2",0,10,40,1,0
"1583","Turnix sylvaticus","CHC3",6,10,40,1,1
"1584","Turnix sylvaticus","CHC4",1,10,40,1,1
"1585","Turnix sylvaticus","CHC5",0,10,40,1,0
"1586","Turnix sylvaticus","CHC7",6,10,40,1,0
"1587","Turnix sylvaticus","CHS1",0,10,40,1,1
"1588","Turnix sylvaticus","CHS2",0,10,40,1,0
"1589","Turnix sylvaticus","CHS4",3,10,40,1,1
"1590","Turnix sylvaticus","CHS6",0,10,40,1,0
"1591","Turnix sylvaticus","MDC1",8,10,40,1,1
"1592","Turnix sylvaticus","MDS2",0,10,40,1,1
"1593","Turnix sylvaticus","MDS3",1,10,40,1,0
"1594","Turnix sylvaticus","MDS4",0,10,40,1,0
"1595","Turnix sylvaticus","TTC1",5,10,40,1,1
"1596","Turnix sylvaticus","TTC2",0,10,40,1,0
"1597","Turnix sylvaticus","TTS1",0,10,40,1,1
"1598","Turnix sylvaticus","TTS2",0,10,40,1,0
"1599","Vanellus indicus","ADS1",5,10,7,1,1
"1600","Vanellus indicus","ADS3",1,10,7,1,0
"1601","Vanellus indicus","BD1",10,10,7,1,1
"1602","Vanellus indicus","BD2",5,10,7,1,0
"1603","Vanellus indicus","BD6",1,10,7,1,0
"1604","Vanellus indicus","BDC1",4,10,7,1,1
"1605","Vanellus indicus","BDC2",5,10,7,1,0
"1606","Vanellus indicus","BDC3",1,10,7,1,0
"1607","Vanellus indicus","BDC4",2,10,7,1,0
"1608","Vanellus indicus","BDC6",0,10,7,1,0
"1609","Vanellus indicus","BDC8",1,10,7,1,1
"1610","Vanellus indicus","BN1",6,10,7,1,1
"1611","Vanellus indicus","BN2",2,10,7,1,0
"1612","Vanellus indicus","BNC1",1,10,7,1,1
"1613","Vanellus indicus","BNC2",4,10,7,1,0
"1614","Vanellus indicus","BNC3",3,10,7,1,1
"1615","Vanellus indicus","CHC1",5,10,7,1,0
"1616","Vanellus indicus","CHC2",4,10,7,1,0
"1617","Vanellus indicus","CHC3",2,10,7,1,1
"1618","Vanellus indicus","CHC4",0,10,7,1,1
"1619","Vanellus indicus","CHC5",5,10,7,1,0
"1620","Vanellus indicus","CHC7",1,10,7,1,0
"1621","Vanellus indicus","CHS1",6,10,7,1,1
"1622","Vanellus indicus","CHS2",6,10,7,1,0
"1623","Vanellus indicus","CHS4",1,10,7,1,1
"1624","Vanellus indicus","CHS6",5,10,7,1,0
"1625","Vanellus indicus","MDC1",1,10,7,1,1
"1626","Vanellus indicus","MDS2",3,10,7,1,1
"1627","Vanellus indicus","MDS3",0,10,7,1,0
"1628","Vanellus indicus","MDS4",2,10,7,1,0
"1629","Vanellus indicus","TTC1",1,10,7,1,1
"1630","Vanellus indicus","TTC2",2,10,7,1,0
"1631","Vanellus indicus","TTS1",7,10,7,1,1
"1632","Vanellus indicus","TTS2",2,10,7,1,0
"1633","Vanellus malabaricus","ADS1",3,10,24,1,1
"1634","Vanellus malabaricus","ADS3",0,10,24,1,0
"1635","Vanellus malabaricus","BD1",0,10,24,1,1
"1636","Vanellus malabaricus","BD2",9,10,24,1,0
"1637","Vanellus malabaricus","BD6",0,10,24,1,0
"1638","Vanellus malabaricus","BDC1",0,10,24,1,1
"1639","Vanellus malabaricus","BDC2",0,10,24,1,0
"1640","Vanellus malabaricus","BDC3",0,10,24,1,0
"1641","Vanellus malabaricus","BDC4",0,10,24,1,0
"1642","Vanellus malabaricus","BDC6",0,10,24,1,0
"1643","Vanellus malabaricus","BDC8",0,10,24,1,1
"1644","Vanellus malabaricus","BN1",0,10,24,1,1
"1645","Vanellus malabaricus","BN2",1,10,24,1,0
"1646","Vanellus malabaricus","BNC1",0,10,24,1,1
"1647","Vanellus malabaricus","BNC2",0,10,24,1,0
"1648","Vanellus malabaricus","BNC3",0,10,24,1,1
"1649","Vanellus malabaricus","CHC1",0,10,24,1,0
"1650","Vanellus malabaricus","CHC2",0,10,24,1,0
"1651","Vanellus malabaricus","CHC3",0,10,24,1,1
"1652","Vanellus malabaricus","CHC4",0,10,24,1,1
"1653","Vanellus malabaricus","CHC5",0,10,24,1,0
"1654","Vanellus malabaricus","CHC7",0,10,24,1,0
"1655","Vanellus malabaricus","CHS1",0,10,24,1,1
"1656","Vanellus malabaricus","CHS2",0,10,24,1,0
"1657","Vanellus malabaricus","CHS4",0,10,24,1,1
"1658","Vanellus malabaricus","CHS6",1,10,24,1,0
"1659","Vanellus malabaricus","MDC1",0,10,24,1,1
"1660","Vanellus malabaricus","MDS2",2,10,24,1,1
"1661","Vanellus malabaricus","MDS3",0,10,24,1,0
"1662","Vanellus malabaricus","MDS4",0,10,24,1,0
"1663","Vanellus malabaricus","TTC1",0,10,24,1,1
"1664","Vanellus malabaricus","TTC2",0,10,24,1,0
"1665","Vanellus malabaricus","TTS1",0,10,24,1,1
"1666","Vanellus malabaricus","TTS2",0,10,24,1,0
